gene_ctype,gene_name,cell_type,c_type_num,gene_num
ATP2B2_DC2,ATP2B2,DC2,7,96
ATP2B2_MAIT cells,ATP2B2,MAIT cells,15,96
ATP2B2_Memory B cells,ATP2B2,Memory B cells,1,96
ATP2B2_NK cells,ATP2B2,NK cells,16,96
ATP2B2_Naive B cells,ATP2B2,Naive B cells,0,96
ATP2B2_Non-classical monocytes,ATP2B2,Non-classical monocytes,6,96
ATP2B2_Plasma cells,ATP2B2,Plasma cells,4,96
ATP2B2_Plasmablasts,ATP2B2,Plasmablasts,3,96
ATP2B2_Regulatory T cells,ATP2B2,Regulatory T cells,11,96
ATP2B2_Tcm/Naive cytotoxic T cells,ATP2B2,Tcm/Naive cytotoxic T cells,13,96
ATP2B2_Tcm/Naive helper T cells,ATP2B2,Tcm/Naive helper T cells,9,96
ATP2B2_Tem/Effector helper T cells,ATP2B2,Tem/Effector helper T cells,10,96
ATP2B2_Tem/Temra cytotoxic T cells,ATP2B2,Tem/Temra cytotoxic T cells,12,96
ATP2B2_Tem/Trm cytotoxic T cells,ATP2B2,Tem/Trm cytotoxic T cells,14,96
ATP2B2_pDC,ATP2B2,pDC,8,96
BAG2_Age-associated B cells,BAG2,Age-associated B cells,2,103
BAG2_CD16+ NK cells,BAG2,CD16+ NK cells,18,103
BAG2_CD16- NK cells,BAG2,CD16- NK cells,17,103
BAG2_Classical monocytes,BAG2,Classical monocytes,5,103
BAG2_DC2,BAG2,DC2,7,103
BAG2_MAIT cells,BAG2,MAIT cells,15,103
BAG2_Memory B cells,BAG2,Memory B cells,1,103
BAG2_NK cells,BAG2,NK cells,16,103
BAG2_Naive B cells,BAG2,Naive B cells,0,103
BAG2_Non-classical monocytes,BAG2,Non-classical monocytes,6,103
BAG2_Plasma cells,BAG2,Plasma cells,4,103
BAG2_Plasmablasts,BAG2,Plasmablasts,3,103
BAG2_Regulatory T cells,BAG2,Regulatory T cells,11,103
BAG2_Tcm/Naive cytotoxic T cells,BAG2,Tcm/Naive cytotoxic T cells,13,103
BAG2_Tcm/Naive helper T cells,BAG2,Tcm/Naive helper T cells,9,103
BAG2_Tem/Effector helper T cells,BAG2,Tem/Effector helper T cells,10,103
BAG2_Tem/Temra cytotoxic T cells,BAG2,Tem/Temra cytotoxic T cells,12,103
BAG2_Tem/Trm cytotoxic T cells,BAG2,Tem/Trm cytotoxic T cells,14,103
BAG2_pDC,BAG2,pDC,8,103
BARX1_Age-associated B cells,BARX1,Age-associated B cells,2,20
BARX1_CD16+ NK cells,BARX1,CD16+ NK cells,18,20
BARX1_CD16- NK cells,BARX1,CD16- NK cells,17,20
BARX1_Classical monocytes,BARX1,Classical monocytes,5,20
BARX1_DC2,BARX1,DC2,7,20
BARX1_MAIT cells,BARX1,MAIT cells,15,20
BARX1_Memory B cells,BARX1,Memory B cells,1,20
BARX1_NK cells,BARX1,NK cells,16,20
BARX1_Naive B cells,BARX1,Naive B cells,0,20
BARX1_Non-classical monocytes,BARX1,Non-classical monocytes,6,20
BARX1_Plasma cells,BARX1,Plasma cells,4,20
BARX1_Plasmablasts,BARX1,Plasmablasts,3,20
BARX1_Regulatory T cells,BARX1,Regulatory T cells,11,20
BARX1_Tcm/Naive cytotoxic T cells,BARX1,Tcm/Naive cytotoxic T cells,13,20
BARX1_Tcm/Naive helper T cells,BARX1,Tcm/Naive helper T cells,9,20
BARX1_Tem/Effector helper T cells,BARX1,Tem/Effector helper T cells,10,20
BARX1_Tem/Temra cytotoxic T cells,BARX1,Tem/Temra cytotoxic T cells,12,20
BARX1_Tem/Trm cytotoxic T cells,BARX1,Tem/Trm cytotoxic T cells,14,20
BARX1_pDC,BARX1,pDC,8,20
BCL2_Age-associated B cells,BCL2,Age-associated B cells,2,105
BCL2_CD16+ NK cells,BCL2,CD16+ NK cells,18,105
BCL2_CD16- NK cells,BCL2,CD16- NK cells,17,105
BCL2_Classical monocytes,BCL2,Classical monocytes,5,105
BCL2_DC2,BCL2,DC2,7,105
BCL2_MAIT cells,BCL2,MAIT cells,15,105
BCL2_Memory B cells,BCL2,Memory B cells,1,105
BCL2_NK cells,BCL2,NK cells,16,105
BCL2_Naive B cells,BCL2,Naive B cells,0,105
BCL2_Non-classical monocytes,BCL2,Non-classical monocytes,6,105
BCL2_Plasma cells,BCL2,Plasma cells,4,105
BCL2_Plasmablasts,BCL2,Plasmablasts,3,105
BCL2_Regulatory T cells,BCL2,Regulatory T cells,11,105
BCL2_Tcm/Naive cytotoxic T cells,BCL2,Tcm/Naive cytotoxic T cells,13,105
BCL2_Tcm/Naive helper T cells,BCL2,Tcm/Naive helper T cells,9,105
BCL2_Tem/Effector helper T cells,BCL2,Tem/Effector helper T cells,10,105
BCL2_Tem/Temra cytotoxic T cells,BCL2,Tem/Temra cytotoxic T cells,12,105
BCL2_Tem/Trm cytotoxic T cells,BCL2,Tem/Trm cytotoxic T cells,14,105
BCL2_pDC,BCL2,pDC,8,105
BCO1_Age-associated B cells,BCO1,Age-associated B cells,2,266
BCO1_CD16+ NK cells,BCO1,CD16+ NK cells,18,266
BCO1_CD16- NK cells,BCO1,CD16- NK cells,17,266
BCO1_Classical monocytes,BCO1,Classical monocytes,5,266
BCO1_DC2,BCO1,DC2,7,266
BCO1_MAIT cells,BCO1,MAIT cells,15,266
BCO1_Memory B cells,BCO1,Memory B cells,1,266
BCO1_NK cells,BCO1,NK cells,16,266
BCO1_Naive B cells,BCO1,Naive B cells,0,266
BCO1_Non-classical monocytes,BCO1,Non-classical monocytes,6,266
BCO1_Plasma cells,BCO1,Plasma cells,4,266
BCO1_Plasmablasts,BCO1,Plasmablasts,3,266
BCO1_Regulatory T cells,BCO1,Regulatory T cells,11,266
BCO1_Tcm/Naive cytotoxic T cells,BCO1,Tcm/Naive cytotoxic T cells,13,266
BCO1_Tcm/Naive helper T cells,BCO1,Tcm/Naive helper T cells,9,266
BCO1_Tem/Effector helper T cells,BCO1,Tem/Effector helper T cells,10,266
BCO1_Tem/Temra cytotoxic T cells,BCO1,Tem/Temra cytotoxic T cells,12,266
BCO1_Tem/Trm cytotoxic T cells,BCO1,Tem/Trm cytotoxic T cells,14,266
BCO1_pDC,BCO1,pDC,8,266
BNIPL_Age-associated B cells,BNIPL,Age-associated B cells,2,106
BNIPL_CD16+ NK cells,BNIPL,CD16+ NK cells,18,106
BNIPL_CD16- NK cells,BNIPL,CD16- NK cells,17,106
BNIPL_Classical monocytes,BNIPL,Classical monocytes,5,106
BNIPL_DC2,BNIPL,DC2,7,106
BNIPL_MAIT cells,BNIPL,MAIT cells,15,106
BNIPL_Memory B cells,BNIPL,Memory B cells,1,106
BNIPL_NK cells,BNIPL,NK cells,16,106
BNIPL_Naive B cells,BNIPL,Naive B cells,0,106
BNIPL_Non-classical monocytes,BNIPL,Non-classical monocytes,6,106
BNIPL_Plasma cells,BNIPL,Plasma cells,4,106
BNIPL_Plasmablasts,BNIPL,Plasmablasts,3,106
BNIPL_Regulatory T cells,BNIPL,Regulatory T cells,11,106
BNIPL_Tcm/Naive cytotoxic T cells,BNIPL,Tcm/Naive cytotoxic T cells,13,106
BNIPL_Tcm/Naive helper T cells,BNIPL,Tcm/Naive helper T cells,9,106
BNIPL_Tem/Effector helper T cells,BNIPL,Tem/Effector helper T cells,10,106
BNIPL_Tem/Temra cytotoxic T cells,BNIPL,Tem/Temra cytotoxic T cells,12,106
BNIPL_Tem/Trm cytotoxic T cells,BNIPL,Tem/Trm cytotoxic T cells,14,106
BNIPL_pDC,BNIPL,pDC,8,106
BPIFA3_Age-associated B cells,BPIFA3,Age-associated B cells,2,110
BPIFA3_CD16+ NK cells,BPIFA3,CD16+ NK cells,18,110
BPIFA3_CD16- NK cells,BPIFA3,CD16- NK cells,17,110
BPIFA3_Classical monocytes,BPIFA3,Classical monocytes,5,110
BPIFA3_DC2,BPIFA3,DC2,7,110
BPIFA3_MAIT cells,BPIFA3,MAIT cells,15,110
BPIFA3_Memory B cells,BPIFA3,Memory B cells,1,110
BPIFA3_NK cells,BPIFA3,NK cells,16,110
BPIFA3_Naive B cells,BPIFA3,Naive B cells,0,110
BPIFA3_Non-classical monocytes,BPIFA3,Non-classical monocytes,6,110
BPIFA3_Plasma cells,BPIFA3,Plasma cells,4,110
BPIFA3_Plasmablasts,BPIFA3,Plasmablasts,3,110
BPIFA3_Regulatory T cells,BPIFA3,Regulatory T cells,11,110
BPIFA3_Tcm/Naive cytotoxic T cells,BPIFA3,Tcm/Naive cytotoxic T cells,13,110
BPIFA3_Tcm/Naive helper T cells,BPIFA3,Tcm/Naive helper T cells,9,110
BPIFA3_Tem/Effector helper T cells,BPIFA3,Tem/Effector helper T cells,10,110
BPIFA3_Tem/Temra cytotoxic T cells,BPIFA3,Tem/Temra cytotoxic T cells,12,110
BPIFA3_Tem/Trm cytotoxic T cells,BPIFA3,Tem/Trm cytotoxic T cells,14,110
BPIFA3_pDC,BPIFA3,pDC,8,110
C1GALT1C1_Age-associated B cells,C1GALT1C1,Age-associated B cells,2,111
C1GALT1C1_CD16+ NK cells,C1GALT1C1,CD16+ NK cells,18,111
C1GALT1C1_CD16- NK cells,C1GALT1C1,CD16- NK cells,17,111
C1GALT1C1_Classical monocytes,C1GALT1C1,Classical monocytes,5,111
C1GALT1C1_DC2,C1GALT1C1,DC2,7,111
C1GALT1C1_MAIT cells,C1GALT1C1,MAIT cells,15,111
C1GALT1C1_Memory B cells,C1GALT1C1,Memory B cells,1,111
C1GALT1C1_NK cells,C1GALT1C1,NK cells,16,111
C1GALT1C1_Naive B cells,C1GALT1C1,Naive B cells,0,111
C1GALT1C1_Non-classical monocytes,C1GALT1C1,Non-classical monocytes,6,111
C1GALT1C1_Plasma cells,C1GALT1C1,Plasma cells,4,111
C1GALT1C1_Plasmablasts,C1GALT1C1,Plasmablasts,3,111
C1GALT1C1_Regulatory T cells,C1GALT1C1,Regulatory T cells,11,111
C1GALT1C1_Tcm/Naive cytotoxic T cells,C1GALT1C1,Tcm/Naive cytotoxic T cells,13,111
C1GALT1C1_Tcm/Naive helper T cells,C1GALT1C1,Tcm/Naive helper T cells,9,111
C1GALT1C1_Tem/Effector helper T cells,C1GALT1C1,Tem/Effector helper T cells,10,111
C1GALT1C1_Tem/Temra cytotoxic T cells,C1GALT1C1,Tem/Temra cytotoxic T cells,12,111
C1GALT1C1_Tem/Trm cytotoxic T cells,C1GALT1C1,Tem/Trm cytotoxic T cells,14,111
C1GALT1C1_pDC,C1GALT1C1,pDC,8,111
CA1_Age-associated B cells,CA1,Age-associated B cells,2,112
CA1_CD16+ NK cells,CA1,CD16+ NK cells,18,112
CA1_CD16- NK cells,CA1,CD16- NK cells,17,112
CA1_Classical monocytes,CA1,Classical monocytes,5,112
CA1_DC2,CA1,DC2,7,112
CA1_MAIT cells,CA1,MAIT cells,15,112
CA1_Memory B cells,CA1,Memory B cells,1,112
CA1_NK cells,CA1,NK cells,16,112
CA1_Naive B cells,CA1,Naive B cells,0,112
CA1_Non-classical monocytes,CA1,Non-classical monocytes,6,112
CA1_Plasma cells,CA1,Plasma cells,4,112
CA1_Plasmablasts,CA1,Plasmablasts,3,112
CA1_Regulatory T cells,CA1,Regulatory T cells,11,112
CA1_Tcm/Naive cytotoxic T cells,CA1,Tcm/Naive cytotoxic T cells,13,112
CA1_Tcm/Naive helper T cells,CA1,Tcm/Naive helper T cells,9,112
CA1_Tem/Effector helper T cells,CA1,Tem/Effector helper T cells,10,112
CA1_Tem/Temra cytotoxic T cells,CA1,Tem/Temra cytotoxic T cells,12,112
CA1_Tem/Trm cytotoxic T cells,CA1,Tem/Trm cytotoxic T cells,14,112
CA1_pDC,CA1,pDC,8,112
CA4_Age-associated B cells,CA4,Age-associated B cells,2,114
CA4_CD16+ NK cells,CA4,CD16+ NK cells,18,114
CA4_CD16- NK cells,CA4,CD16- NK cells,17,114
CA4_Classical monocytes,CA4,Classical monocytes,5,114
CA4_DC2,CA4,DC2,7,114
CA4_MAIT cells,CA4,MAIT cells,15,114
CA4_Memory B cells,CA4,Memory B cells,1,114
CA4_NK cells,CA4,NK cells,16,114
CA4_Naive B cells,CA4,Naive B cells,0,114
CA4_Non-classical monocytes,CA4,Non-classical monocytes,6,114
CA4_Plasma cells,CA4,Plasma cells,4,114
CA4_Plasmablasts,CA4,Plasmablasts,3,114
CA4_Regulatory T cells,CA4,Regulatory T cells,11,114
CA4_Tcm/Naive cytotoxic T cells,CA4,Tcm/Naive cytotoxic T cells,13,114
CA4_Tcm/Naive helper T cells,CA4,Tcm/Naive helper T cells,9,114
CA4_Tem/Effector helper T cells,CA4,Tem/Effector helper T cells,10,114
CA4_Tem/Temra cytotoxic T cells,CA4,Tem/Temra cytotoxic T cells,12,114
CA4_Tem/Trm cytotoxic T cells,CA4,Tem/Trm cytotoxic T cells,14,114
CA4_pDC,CA4,pDC,8,114
CAV1_Age-associated B cells,CAV1,Age-associated B cells,2,104
CAV1_CD16+ NK cells,CAV1,CD16+ NK cells,18,104
CAV1_CD16- NK cells,CAV1,CD16- NK cells,17,104
CAV1_Classical monocytes,CAV1,Classical monocytes,5,104
CAV1_DC2,CAV1,DC2,7,104
CAV1_MAIT cells,CAV1,MAIT cells,15,104
CAV1_Memory B cells,CAV1,Memory B cells,1,104
CAV1_NK cells,CAV1,NK cells,16,104
CAV1_Naive B cells,CAV1,Naive B cells,0,104
CAV1_Non-classical monocytes,CAV1,Non-classical monocytes,6,104
CAV1_Plasma cells,CAV1,Plasma cells,4,104
CAV1_Plasmablasts,CAV1,Plasmablasts,3,104
CAV1_Regulatory T cells,CAV1,Regulatory T cells,11,104
CAV1_Tcm/Naive cytotoxic T cells,CAV1,Tcm/Naive cytotoxic T cells,13,104
CAV1_Tcm/Naive helper T cells,CAV1,Tcm/Naive helper T cells,9,104
CAV1_Tem/Effector helper T cells,CAV1,Tem/Effector helper T cells,10,104
CAV1_Tem/Temra cytotoxic T cells,CAV1,Tem/Temra cytotoxic T cells,12,104
CAV1_Tem/Trm cytotoxic T cells,CAV1,Tem/Trm cytotoxic T cells,14,104
CAV1_pDC,CAV1,pDC,8,104
CBX2_Age-associated B cells,CBX2,Age-associated B cells,2,121
CBX2_CD16+ NK cells,CBX2,CD16+ NK cells,18,121
CBX2_CD16- NK cells,CBX2,CD16- NK cells,17,121
CBX2_Classical monocytes,CBX2,Classical monocytes,5,121
CBX2_DC2,CBX2,DC2,7,121
CBX2_MAIT cells,CBX2,MAIT cells,15,121
CBX2_Memory B cells,CBX2,Memory B cells,1,121
CBX2_NK cells,CBX2,NK cells,16,121
CBX2_Naive B cells,CBX2,Naive B cells,0,121
CBX2_Non-classical monocytes,CBX2,Non-classical monocytes,6,121
CBX2_Plasma cells,CBX2,Plasma cells,4,121
CBX2_Plasmablasts,CBX2,Plasmablasts,3,121
CBX2_Regulatory T cells,CBX2,Regulatory T cells,11,121
CBX2_Tcm/Naive cytotoxic T cells,CBX2,Tcm/Naive cytotoxic T cells,13,121
CBX2_Tcm/Naive helper T cells,CBX2,Tcm/Naive helper T cells,9,121
CBX2_Tem/Effector helper T cells,CBX2,Tem/Effector helper T cells,10,121
CBX2_Tem/Temra cytotoxic T cells,CBX2,Tem/Temra cytotoxic T cells,12,121
CBX2_Tem/Trm cytotoxic T cells,CBX2,Tem/Trm cytotoxic T cells,14,121
CBX2_pDC,CBX2,pDC,8,121
CCDC115_Age-associated B cells,CCDC115,Age-associated B cells,2,124
CCDC115_CD16+ NK cells,CCDC115,CD16+ NK cells,18,124
CCDC115_CD16- NK cells,CCDC115,CD16- NK cells,17,124
CCDC115_Classical monocytes,CCDC115,Classical monocytes,5,124
CCDC115_DC2,CCDC115,DC2,7,124
CCDC115_MAIT cells,CCDC115,MAIT cells,15,124
CCDC115_Memory B cells,CCDC115,Memory B cells,1,124
CCDC115_NK cells,CCDC115,NK cells,16,124
CCDC115_Naive B cells,CCDC115,Naive B cells,0,124
CCDC115_Non-classical monocytes,CCDC115,Non-classical monocytes,6,124
CCDC115_Plasma cells,CCDC115,Plasma cells,4,124
CCDC115_Plasmablasts,CCDC115,Plasmablasts,3,124
CCDC115_Regulatory T cells,CCDC115,Regulatory T cells,11,124
CCDC115_Tcm/Naive cytotoxic T cells,CCDC115,Tcm/Naive cytotoxic T cells,13,124
CCDC115_Tcm/Naive helper T cells,CCDC115,Tcm/Naive helper T cells,9,124
CCDC115_Tem/Effector helper T cells,CCDC115,Tem/Effector helper T cells,10,124
CCDC115_Tem/Temra cytotoxic T cells,CCDC115,Tem/Temra cytotoxic T cells,12,124
CCDC115_Tem/Trm cytotoxic T cells,CCDC115,Tem/Trm cytotoxic T cells,14,124
CCDC115_pDC,CCDC115,pDC,8,124
CCL2_Age-associated B cells,CCL2,Age-associated B cells,2,126
CCL2_CD16+ NK cells,CCL2,CD16+ NK cells,18,126
CCL2_CD16- NK cells,CCL2,CD16- NK cells,17,126
CCL2_Classical monocytes,CCL2,Classical monocytes,5,126
CCL2_DC2,CCL2,DC2,7,126
CCL2_MAIT cells,CCL2,MAIT cells,15,126
CCL2_Memory B cells,CCL2,Memory B cells,1,126
CCL2_NK cells,CCL2,NK cells,16,126
CCL2_Naive B cells,CCL2,Naive B cells,0,126
CCL2_Non-classical monocytes,CCL2,Non-classical monocytes,6,126
CCL2_Plasma cells,CCL2,Plasma cells,4,126
CCL2_Plasmablasts,CCL2,Plasmablasts,3,126
CCL2_Regulatory T cells,CCL2,Regulatory T cells,11,126
CCL2_Tcm/Naive cytotoxic T cells,CCL2,Tcm/Naive cytotoxic T cells,13,126
CCL2_Tcm/Naive helper T cells,CCL2,Tcm/Naive helper T cells,9,126
CCL2_Tem/Effector helper T cells,CCL2,Tem/Effector helper T cells,10,126
CCL2_Tem/Temra cytotoxic T cells,CCL2,Tem/Temra cytotoxic T cells,12,126
CCL2_Tem/Trm cytotoxic T cells,CCL2,Tem/Trm cytotoxic T cells,14,126
CCL2_pDC,CCL2,pDC,8,126
CCM2L_Age-associated B cells,CCM2L,Age-associated B cells,2,130
CCM2L_CD16+ NK cells,CCM2L,CD16+ NK cells,18,130
CCM2L_CD16- NK cells,CCM2L,CD16- NK cells,17,130
CCM2L_Classical monocytes,CCM2L,Classical monocytes,5,130
CCM2L_DC2,CCM2L,DC2,7,130
CCM2L_MAIT cells,CCM2L,MAIT cells,15,130
CCM2L_Memory B cells,CCM2L,Memory B cells,1,130
CCM2L_NK cells,CCM2L,NK cells,16,130
CCM2L_Naive B cells,CCM2L,Naive B cells,0,130
CCM2L_Non-classical monocytes,CCM2L,Non-classical monocytes,6,130
CCM2L_Plasma cells,CCM2L,Plasma cells,4,130
CCM2L_Plasmablasts,CCM2L,Plasmablasts,3,130
CCM2L_Regulatory T cells,CCM2L,Regulatory T cells,11,130
CCM2L_Tcm/Naive cytotoxic T cells,CCM2L,Tcm/Naive cytotoxic T cells,13,130
CCM2L_Tcm/Naive helper T cells,CCM2L,Tcm/Naive helper T cells,9,130
CCM2L_Tem/Effector helper T cells,CCM2L,Tem/Effector helper T cells,10,130
CCM2L_Tem/Temra cytotoxic T cells,CCM2L,Tem/Temra cytotoxic T cells,12,130
CCM2L_Tem/Trm cytotoxic T cells,CCM2L,Tem/Trm cytotoxic T cells,14,130
CCM2L_pDC,CCM2L,pDC,8,130
CCPG1_Age-associated B cells,CCPG1,Age-associated B cells,2,132
CCPG1_CD16+ NK cells,CCPG1,CD16+ NK cells,18,132
CCPG1_CD16- NK cells,CCPG1,CD16- NK cells,17,132
CCPG1_Classical monocytes,CCPG1,Classical monocytes,5,132
CCPG1_DC2,CCPG1,DC2,7,132
CCPG1_MAIT cells,CCPG1,MAIT cells,15,132
CCPG1_Memory B cells,CCPG1,Memory B cells,1,132
CCPG1_NK cells,CCPG1,NK cells,16,132
CCPG1_Naive B cells,CCPG1,Naive B cells,0,132
CCPG1_Non-classical monocytes,CCPG1,Non-classical monocytes,6,132
CCPG1_Plasma cells,CCPG1,Plasma cells,4,132
CCPG1_Plasmablasts,CCPG1,Plasmablasts,3,132
CCPG1_Regulatory T cells,CCPG1,Regulatory T cells,11,132
CCPG1_Tcm/Naive cytotoxic T cells,CCPG1,Tcm/Naive cytotoxic T cells,13,132
CCPG1_Tcm/Naive helper T cells,CCPG1,Tcm/Naive helper T cells,9,132
CCPG1_Tem/Effector helper T cells,CCPG1,Tem/Effector helper T cells,10,132
CCPG1_Tem/Temra cytotoxic T cells,CCPG1,Tem/Temra cytotoxic T cells,12,132
CCPG1_Tem/Trm cytotoxic T cells,CCPG1,Tem/Trm cytotoxic T cells,14,132
CCPG1_pDC,CCPG1,pDC,8,132
CD209_Age-associated B cells,CD209,Age-associated B cells,2,133
CD209_CD16+ NK cells,CD209,CD16+ NK cells,18,133
CD209_CD16- NK cells,CD209,CD16- NK cells,17,133
CD209_Classical monocytes,CD209,Classical monocytes,5,133
CD209_DC2,CD209,DC2,7,133
CD209_MAIT cells,CD209,MAIT cells,15,133
CD209_Memory B cells,CD209,Memory B cells,1,133
CD209_NK cells,CD209,NK cells,16,133
CD209_Naive B cells,CD209,Naive B cells,0,133
CD209_Non-classical monocytes,CD209,Non-classical monocytes,6,133
CD209_Plasma cells,CD209,Plasma cells,4,133
CD209_Plasmablasts,CD209,Plasmablasts,3,133
CD209_Regulatory T cells,CD209,Regulatory T cells,11,133
CD209_Tcm/Naive cytotoxic T cells,CD209,Tcm/Naive cytotoxic T cells,13,133
CD209_Tcm/Naive helper T cells,CD209,Tcm/Naive helper T cells,9,133
CD209_Tem/Effector helper T cells,CD209,Tem/Effector helper T cells,10,133
CD209_Tem/Temra cytotoxic T cells,CD209,Tem/Temra cytotoxic T cells,12,133
CD209_Tem/Trm cytotoxic T cells,CD209,Tem/Trm cytotoxic T cells,14,133
CD209_pDC,CD209,pDC,8,133
CDK5R1_Age-associated B cells,CDK5R1,Age-associated B cells,2,136
CDK5R1_CD16+ NK cells,CDK5R1,CD16+ NK cells,18,136
CDK5R1_CD16- NK cells,CDK5R1,CD16- NK cells,17,136
CDK5R1_Classical monocytes,CDK5R1,Classical monocytes,5,136
CDK5R1_DC2,CDK5R1,DC2,7,136
CDK5R1_MAIT cells,CDK5R1,MAIT cells,15,136
CDK5R1_Memory B cells,CDK5R1,Memory B cells,1,136
CDK5R1_NK cells,CDK5R1,NK cells,16,136
CDK5R1_Naive B cells,CDK5R1,Naive B cells,0,136
CDK5R1_Non-classical monocytes,CDK5R1,Non-classical monocytes,6,136
CDK5R1_Plasma cells,CDK5R1,Plasma cells,4,136
CDK5R1_Plasmablasts,CDK5R1,Plasmablasts,3,136
CDK5R1_Regulatory T cells,CDK5R1,Regulatory T cells,11,136
CDK5R1_Tcm/Naive cytotoxic T cells,CDK5R1,Tcm/Naive cytotoxic T cells,13,136
CDK5R1_Tcm/Naive helper T cells,CDK5R1,Tcm/Naive helper T cells,9,136
CDK5R1_Tem/Effector helper T cells,CDK5R1,Tem/Effector helper T cells,10,136
CDK5R1_Tem/Temra cytotoxic T cells,CDK5R1,Tem/Temra cytotoxic T cells,12,136
CDK5R1_Tem/Trm cytotoxic T cells,CDK5R1,Tem/Trm cytotoxic T cells,14,136
CDK5R1_pDC,CDK5R1,pDC,8,136
CHD5_Age-associated B cells,CHD5,Age-associated B cells,2,99
CHD5_CD16+ NK cells,CHD5,CD16+ NK cells,18,99
CHD5_CD16- NK cells,CHD5,CD16- NK cells,17,99
CHD5_Classical monocytes,CHD5,Classical monocytes,5,99
CHD5_DC2,CHD5,DC2,7,99
CHD5_MAIT cells,CHD5,MAIT cells,15,99
CHD5_Memory B cells,CHD5,Memory B cells,1,99
CHD5_NK cells,CHD5,NK cells,16,99
CHD5_Naive B cells,CHD5,Naive B cells,0,99
CHD5_Non-classical monocytes,CHD5,Non-classical monocytes,6,99
CHD5_Plasma cells,CHD5,Plasma cells,4,99
CHD5_Plasmablasts,CHD5,Plasmablasts,3,99
CHD5_Regulatory T cells,CHD5,Regulatory T cells,11,99
CHD5_Tcm/Naive cytotoxic T cells,CHD5,Tcm/Naive cytotoxic T cells,13,99
CHD5_Tcm/Naive helper T cells,CHD5,Tcm/Naive helper T cells,9,99
CHD5_Tem/Effector helper T cells,CHD5,Tem/Effector helper T cells,10,99
CHD5_Tem/Temra cytotoxic T cells,CHD5,Tem/Temra cytotoxic T cells,12,99
CHD5_Tem/Trm cytotoxic T cells,CHD5,Tem/Trm cytotoxic T cells,14,99
CHD5_pDC,CHD5,pDC,8,99
CHRAC1_Age-associated B cells,CHRAC1,Age-associated B cells,2,274
CHRAC1_CD16+ NK cells,CHRAC1,CD16+ NK cells,18,274
CHRAC1_CD16- NK cells,CHRAC1,CD16- NK cells,17,274
CHRAC1_Classical monocytes,CHRAC1,Classical monocytes,5,274
CHRAC1_DC2,CHRAC1,DC2,7,274
CHRAC1_MAIT cells,CHRAC1,MAIT cells,15,274
CHRAC1_Memory B cells,CHRAC1,Memory B cells,1,274
CHRAC1_NK cells,CHRAC1,NK cells,16,274
CHRAC1_Naive B cells,CHRAC1,Naive B cells,0,274
CHRAC1_Non-classical monocytes,CHRAC1,Non-classical monocytes,6,274
CHRAC1_Plasma cells,CHRAC1,Plasma cells,4,274
CHRAC1_Plasmablasts,CHRAC1,Plasmablasts,3,274
CHRAC1_Regulatory T cells,CHRAC1,Regulatory T cells,11,274
CHRAC1_Tcm/Naive cytotoxic T cells,CHRAC1,Tcm/Naive cytotoxic T cells,13,274
CHRAC1_Tcm/Naive helper T cells,CHRAC1,Tcm/Naive helper T cells,9,274
CHRAC1_Tem/Effector helper T cells,CHRAC1,Tem/Effector helper T cells,10,274
CHRAC1_Tem/Temra cytotoxic T cells,CHRAC1,Tem/Temra cytotoxic T cells,12,274
CHRAC1_Tem/Trm cytotoxic T cells,CHRAC1,Tem/Trm cytotoxic T cells,14,274
CHRAC1_pDC,CHRAC1,pDC,8,274
CLCN4_Age-associated B cells,CLCN4,Age-associated B cells,2,142
CLCN4_CD16+ NK cells,CLCN4,CD16+ NK cells,18,142
CLCN4_CD16- NK cells,CLCN4,CD16- NK cells,17,142
CLCN4_Classical monocytes,CLCN4,Classical monocytes,5,142
CLCN4_DC2,CLCN4,DC2,7,142
CLCN4_MAIT cells,CLCN4,MAIT cells,15,142
CLCN4_Memory B cells,CLCN4,Memory B cells,1,142
CLCN4_NK cells,CLCN4,NK cells,16,142
CLCN4_Naive B cells,CLCN4,Naive B cells,0,142
CLCN4_Non-classical monocytes,CLCN4,Non-classical monocytes,6,142
CLCN4_Plasma cells,CLCN4,Plasma cells,4,142
CLCN4_Plasmablasts,CLCN4,Plasmablasts,3,142
CLCN4_Regulatory T cells,CLCN4,Regulatory T cells,11,142
CLCN4_Tcm/Naive cytotoxic T cells,CLCN4,Tcm/Naive cytotoxic T cells,13,142
CLCN4_Tcm/Naive helper T cells,CLCN4,Tcm/Naive helper T cells,9,142
CLCN4_Tem/Effector helper T cells,CLCN4,Tem/Effector helper T cells,10,142
CLCN4_Tem/Temra cytotoxic T cells,CLCN4,Tem/Temra cytotoxic T cells,12,142
CLCN4_Tem/Trm cytotoxic T cells,CLCN4,Tem/Trm cytotoxic T cells,14,142
CLCN4_pDC,CLCN4,pDC,8,142
CLDN15_Age-associated B cells,CLDN15,Age-associated B cells,2,144
CLDN15_CD16+ NK cells,CLDN15,CD16+ NK cells,18,144
CLDN15_CD16- NK cells,CLDN15,CD16- NK cells,17,144
CLDN15_Classical monocytes,CLDN15,Classical monocytes,5,144
CLDN15_DC2,CLDN15,DC2,7,144
CLDN15_MAIT cells,CLDN15,MAIT cells,15,144
CLDN15_Memory B cells,CLDN15,Memory B cells,1,144
CLDN15_NK cells,CLDN15,NK cells,16,144
CLDN15_Naive B cells,CLDN15,Naive B cells,0,144
CLDN15_Non-classical monocytes,CLDN15,Non-classical monocytes,6,144
